tipo;titulo;Id_diretor;data_inclusao;ano_lancamento;id_avaliacao;analiacoes_qtd;duracao;duracao_tipo
Filme;Sei;2929;25/03/2019;2018;TV-14;2.838.901;126;minutos
Filme;Superlopez;1538;24/03/2019;2018;TV-MA;1.529.556;108;minutos
Filme;Mirage;2705;22/03/2019;2018;TV-MA;1.093.850;129;minutos
Filme;ReMastered: The Miami Showband Massacre;3511;22/03/2019;2019;TV-MA;2.187.700;71;minutos
Filme;The Dirt;1581;22/03/2019;2019;TV-MA;2.187.700;108;minutos
Filme;The Amazing Praybeyt Benjamin;3850;21/03/2019;2014;TV-14;1.532.307;105;minutos
Filme;The Super Parental Guardians;1793;21/03/2019;2016;TV-14;437.802;115;minutos
Filme;The Third Party;1526;21/03/2019;2016;TV-MA;437.802;118;minutos
Filme;The Unmarried Wife;2309;21/03/2019;2016;TV-MA;2.407.911;130;minutos
Filme;Vince and Kath and James;3621;21/03/2019;2016;TV-PG;1.751.208;115;minutos
Filme;Alexis Viera: A Story of Surviving;2134;20/03/2019;2019;TV-MA;1.095.160;69;minutos
Filme;Amy Schumer Growing;211;19/03/2019;2019;TV-MA;1.753.304;61;minutos
Filme;5 Flights Up;3035;17/03/2019;2014;PG-13;1.097.125;92;minutos
Filme;Bombairiya;2860;15/03/2019;2018;TV-MA;2.855.931;108;minutos
Filme;Burn Out;3891;15/03/2019;2017;TV-MA;2.855.931;104;minutos
Filme;Edoardo Ferrario: Temi Caldi;1128;15/03/2019;2019;TV-MA;1.757.496;65;minutos
Filme;Girl;2142;15/03/2019;2018;R;2.855.931;106;minutos
Filme;Jeff Dunham: Arguing with Myself;2208;15/03/2019;2006;TV-MA;659.061;69;minutos
Filme;Jeff Dunham: Minding the Monsters;2208;15/03/2019;2012;TV-MA;2.855.931;80;minutos
Filme;Jeff Dunham's Very Special Christmas Special;2437;15/03/2019;2008;TV-MA;2.636.244;85;minutos
Filme;Late Life: The Chien-Ming Wang Story;1145;15/03/2019;2018;TV-14;1.318.122;98;minutos
Filme;Paskal;58;15/03/2019;2018;TV-14;1.757.496;115;minutos
Filme;A Love Story;2309;14/03/2019;2007;TV-14;1.978.362;117;minutos
Filme;Barcelona: A Love Untold;2684;14/03/2019;2016;TV-14;879.272;132;minutos
Filme;Everything About Her;1793;14/03/2019;2016;TV-MA;2.857.634;127;minutos
Filme;Finally Found Someone;3621;14/03/2019;2017;TV-14;1.978.362;125;minutos
Filme;Seven Sundays;597;14/03/2019;2017;TV-MA;1.099.090;128;minutos
Filme;Triple Frontier;1451;13/03/2019;2019;R;2.199.490;126;minutos
Filme;Jimmy Carr: The Best of Ultimate Gold Greatest Hits;520;12/03/2019;2019;TV-MA;2.640.960;58;minutos
Filme;Juanita;715;08/03/2019;2019;TV-MA;1.764.832;90;minutos
Filme;Lady J;1032;08/03/2019;2019;TV-MA;2.206.040;111;minutos
Filme;Walk. Ride. Rodeo.;731;08/03/2019;2019;TV-PG;441.208;100;minutos
Filme;Nappily Ever After;1298;07/03/2019;2018;TV-MA;2.869.555;99;minutos
Filme;Sisterakas;3850;07/03/2019;2012;TV-14;1.765.880;105;minutos
Filme;Starting Over Again;2684;07/03/2019;2014;TV-14;1.324.410;128;minutos
Filme;That Thing Called Tadhana;301;07/03/2019;2015;TV-MA;1.765.880;91;minutos
Filme;The Love Affair;2664;07/03/2019;2015;TV-MA;1.545.145;127;minutos
Filme;The Hard Way;1925;05/03/2019;2019;TV-MA;883.988;94;minutos
Filme;Everyday I Love You;2164;04/03/2019;2015;TV-14;2.874.664;124;minutos
Filme;No Other Woman;3153;04/03/2019;2011;TV-MA;2.211.280;103;minutos
Filme;River's Edge;1431;02/03/2019;2018;TV-MA;2.435.290;118;minutos
Filme;Sarkar;4;02/03/2019;2018;TV-MA;2.213.900;162;minutos
Filme;Weapon of Choice;1159;02/03/2019;2018;TV-MA;1.771.120;89;minutos
Filme;2,215;2661;01/03/2019;2018;TV-MA;664.563;89;minutos
Filme;BNK48: Girls Don't Cry;2581;01/03/2019;2018;TV-14;1.107.605;108;minutos
Filme;Budapest;3882;01/03/2019;2018;TV-MA;2.436.731;103;minutos
Filme;Pants on Fire;1742;01/03/2019;2014;TV-G;1.550.647;87;minutos
Filme;Paranormal Investigation;1137;01/03/2019;2018;TV-14;1.329.126;93;minutos
Filme;Radio Rebel;2820;01/03/2019;2012;TV-G;1.993.689;90;minutos
Filme;Sarvam Thaala Mayam (Tamil Version);2949;01/03/2019;2018;TV-14;2.436.731;131;minutos
Filme;The Boy Who Harnessed the Wind;647;01/03/2019;2019;TV-PG;1.772.168;114;minutos
Filme;The Spiderwick Chronicles;2283;01/03/2019;2008;PG;2.436.731;97;minutos
Filme;Your Son;2462;01/03/2019;2018;TV-MA;2.658.252;103;minutos
Filme;Quién te cantará;587;28/02/2019;2018;TV-MA;2.216.520;125;minutos
Filme;A Second Chance;597;27/02/2019;2015;TV-MA;665.349;130;minutos
Filme;Beauty and the Bestie;3850;27/02/2019;2015;TV-14;665.349;119;minutos
Filme;Bride For Rent;2164;27/02/2019;2014;TV-PG;1.108.915;110;minutos
Filme;Can't Help Falling in Love;2164;27/02/2019;2017;TV-14;1.774.264;120;minutos
Filme;Evening Shadows;3440;27/02/2019;2018;TV-PG;2.439.613;102;minutos
Filme;Four Sisters and a Wedding;597;27/02/2019;2013;TV-14;2.439.613;125;minutos
Filme;It Takes a Man and a Woman;597;27/02/2019;2013;TV-PG;2.439.613;127;minutos
Filme;My Ex & Whys;597;27/02/2019;2017;TV-14;887.132;121;minutos
Filme;She's Dating the Gangster;597;27/02/2019;2014;TV-14;2.439.613;113;minutos
Filme;The Breakup Playlist;773;27/02/2019;2015;TV-MA;1.330.698;118;minutos
Filme;The Mistress;2684;27/02/2019;2012;TV-MA;665.349;132;minutos
Filme;Zach Galifianakis: Live at the Purple Onion;2386;26/02/2019;2006;TV-MA;1.775.312;61;minutos
Filme;Life of An Outcast;2797;25/02/2019;2018;TV-PG;1.776.360;80;minutos
Filme;The Photographer Of Mauthausen;2216;23/02/2019;2018;TV-MA;2.667.684;110;minutos
Filme;Bert Kreischer: The Machine;3164;22/02/2019;2016;TV-MA;2.891.694;70;minutos
Filme;Firebrand;338;22/02/2019;2019;TV-MA;667.314;117;minutos
Filme;Paddleton;133;22/02/2019;2019;TV-MA;2.891.694;89;minutos
Filme;Paris Is Us;1012;22/02/2019;2019;TV-MA;2.446.818;84;minutos
Filme;Shonar Pahar;2745;22/02/2019;2018;TV-PG;1.112.190;131;minutos
Filme;The Drug King;3877;21/02/2019;2018;TV-MA;1.557.983;139;minutos
Filme;Kevin James: Sweat the Small Stuff;2779;20/02/2019;2001;TV-PG;1.113.500;42;minutos
Filme;Transformer;2397;20/02/2019;2017;TV-MA;1.113.500;79;minutos
Filme;Genius;3548;17/02/2019;2018;TV-14;1.115.465;96;minutos
Filme;Black Sea;1937;16/02/2019;2015;R;2.901.912;114;minutos
Filme;Studio 54;2341;16/02/2019;2018;TV-MA;2.901.912;99;minutos
Filme;Awe;2882;15/02/2019;2018;TV-MA;1.116.775;111;minutos
Filme;Ayana;1177;15/02/2019;2017;TV-MA;670.065;112;minutos
Filme;Behind the Curve;788;15/02/2019;2018;TV-14;446.710;96;minutos
Filme;Buddies;2224;15/02/2019;2012;TV-MA;2.456.905;103;minutos
Filme;Candyflip;3347;15/02/2019;2017;TV-MA;1.563.485;104;minutos
Filme;Chameli;3517;15/02/2019;2004;TV-14;670.065;102;minutos
Filme;Fatso;2941;15/02/2019;2012;TV-14;893.420;97;minutos
Série;Hjørdis;2023;15/02/2019;2015;TV-MA;2.680.260;1;temporadas
Filme;Neevevaro;1327;15/02/2019;2018;TV-14;2.010.195;132;minutos
Filme;Pyaar Ke Side Effects;3193;15/02/2019;2006;TV-MA;1.786.840;120;minutos
Filme;Sur: The Melody of Life;3585;15/02/2019;2002;TV-14;2.010.195;137;minutos
Filme;Ugly Aur Pagli;3181;15/02/2019;2008;TV-14;893.420;115;minutos
Filme;Yucatán;796;15/02/2019;2018;TV-MA;446.710;130;minutos
Filme;Ken Jeong: You Complete Me, Ho;1734;14/02/2019;2019;TV-MA;1.787.888;62;minutos
Filme;Period. End of Sentence.;2986;12/02/2019;2018;TV-PG;1.566.236;26;minutos
Filme;High Flying Bird;3500;08/02/2019;2019;TV-MA;897.088;91;minutos
Filme;Kevin Hart's Guide to Black History;3692;08/02/2019;2019;TV-PG;897.088;63;minutos
Filme;ReMastered: The Two Killings of Sam Cooke;1908;08/02/2019;2019;TV-MA;2.466.992;74;minutos
Filme;The Tree of Blood;1825;08/02/2019;2018;TV-MA;1.345.632;136;minutos
Filme;Ray Romano: Right Here, Around the Corner;2436;05/02/2019;2019;TV-MA;2.920.645;59;minutos
Filme;Await Further Instructions;1723;02/02/2019;2018;TV-MA;2.250.580;91;minutos
Filme;Manusangada;208;02/02/2019;2017;TV-14;1.125.290;93;minutos
Filme;Lego DC Comics: Batman Be-Leaguered;3045;01/02/2019;2014;TV-Y7;2.026.701;22;minutos
Filme;LEGO Marvel Super Heroes: Black Panther;2395;01/02/2019;2018;TV-Y7;2.026.701;22;minutos
Filme;Velvet Buzzsaw;769;01/02/2019;2019;R;2.927.457;113;minutos
Filme;Hantu Kak Limah;2187;31/01/2019;2018;TV-PG;2.027.880;110;minutos
Filme;Love Off the Cuff;2742;31/01/2019;2017;TV-MA;2.929.160;120;minutos
Filme;Maharaja: The Story of Ranjit Singh;191;30/01/2019;2010;TV-14;2.254.510;56;minutos
Filme;Virsa;2743;30/01/2019;2010;TV-14;1.578.157;127;minutos
Filme;Bhasmasur;2641;29/01/2019;2017;TV-14;676.746;74;minutos
Filme;"Gabriel ""Fluffy"" Iglesias: One Show Fits All";2208;29/01/2019;2019;TV-14;2.030.238;91;minutos
Filme;High Society;561;29/01/2019;2018;TV-MA;2.255.820;137;minutos
Filme;Up Among  The Stars;3941;29/01/2019;2018;TV-MA;2.255.820;86;minutos
Filme;Alt-Right: Age of Rage;33;28/01/2019;2018;TV-MA;1.354.278;106;minutos
Filme;Habibie & Ainun;1079;28/01/2019;2012;TV-14;2.482.843;125;minutos
Filme;Nathicharami;2212;28/01/2019;2018;TV-MA;1.805.704;114;minutos
Filme;Rudy Habibie;1323;28/01/2019;2016;TV-14;2.482.843;143;minutos
Filme;Surga Yang Tak Dirindukan;1997;28/01/2019;2015;TV-14;677.139;121;minutos
Filme;Goyo: The Boy General;1616;26/01/2019;2018;TV-MA;677.925;150;minutos
Filme;Mi Obra Maestra;1197;25/01/2019;2018;TV-MA;2.487.166;105;minutos
Série;Innocent;3323;23/01/2019;2017;TV-MA;905.472;1;temporadas
Filme;FYRE: The Greatest Party That Never Happened;677;18/01/2019;2019;TV-MA;1.816.184;98;minutos
Filme;IO;1748;18/01/2019;2019;TV-14;1.589.161;96;minutos
Filme;Old Lord Savanna;225;18/01/2019;2018;TV-14;2.724.276;96;minutos
Filme;Patria;2323;18/01/2019;2019;TV-MA;2.951.299;90;minutos
Filme;Soni;1439;18/01/2019;2018;TV-MA;681.069;97;minutos
Filme;Abducted in Plain Sight;3415;15/01/2019;2017;TV-14;1.591.912;90;minutos
Filme;Abdullah, The Final Witness;1343;15/01/2019;2016;TV-14;2.501.576;88;minutos
Filme;Echcharikkai;3270;15/01/2019;2018;TV-14;2.956.408;127;minutos
Filme;Pandigai;1111;15/01/2019;2017;TV-MA;682.248;125;minutos
Filme;Pari;3560;15/01/2019;2018;TV-14;2.728.992;116;minutos
Filme;Revenger;2052;15/01/2019;2018;TV-MA;1.137.080;102;minutos
Filme;Sebastian Maniscalco: Stay Hungry;3049;15/01/2019;2019;TV-MA;1.364.496;65;minutos
Filme;The Doll;3105;15/01/2019;2016;TV-MA;1.364.496;106;minutos
Filme;The Doll 2;3105;15/01/2019;2017;TV-MA;909.664;117;minutos
Filme;Baazaar;1200;13/01/2019;2018;TV-MA;455.356;136;minutos
Filme;All of You;773;11/01/2019;2017;TV-MA;1.823.520;104;minutos
Filme;ReMastered: Massacre at the Stadium;446;11/01/2019;2019;TV-MA;2.279.400;65;minutos
Filme;Solo;1393;11/01/2019;2018;TV-MA;1.367.640;91;minutos
Filme;The Last Laugh;1267;11/01/2019;2019;TV-MA;2.735.280;99;minutos
Filme;Next Enti?;1993;09/01/2019;2018;TV-14;456.404;117;minutos
Filme;Komola Rocket;2651;07/01/2019;2018;TV-14;1.599.248;95;minutos
Filme;Nang Nak;2650;05/01/2019;1999;TV-MA;1.143.630;101;minutos
Filme;And Breathe Normally;1436;04/01/2019;2018;TV-14;2.975.141;102;minutos
Filme;El Potro: Unstoppable;2109;04/01/2019;2018;TV-MA;457.714;122;minutos
Filme;Lionheart;1208;04/01/2019;2018;TV-PG;2.746.284;95;minutos
Filme;Back to the 90s;3892;01/01/2019;2015;TV-14;2.751.000;111;minutos
Filme;Merku Thodarchi Malai;2063;01/01/2019;2018;TV-MA;917.000;115;minutos
Filme;Moshe Kasher: Live in Oakland;1542;01/01/2019;2012;TV-MA;2.980.250;61;minutos
Filme;Pokémon the Movie: I Choose You!;1995;01/01/2019;2017;TV-Y7;917.000;97;minutos
Filme;Puriyatha Puthir;2973;01/01/2019;2017;TV-MA;2.751.000;120;minutos
Filme;Taramani;2958;01/01/2019;2017;TV-MA;1.834.000;148;minutos
Filme;Whitney Cummings: Money Shot;1686;01/01/2019;2010;TV-MA;2.521.750;48;minutos
Filme;Bill Hicks: One Night Stand;1686;31/12/2018;1991;TV-MA;1.605.667;28;minutos
Filme;Bill Hicks: Relentless;656;31/12/2018;1992;TV-MA;2.981.953;61;minutos
Filme;Bill Hicks: Revelations;656;31/12/2018;1993;TV-MA;2.293.810;56;minutos
Filme;Gina Yashere: Laughing to America;2778;31/12/2018;2013;TV-MA;1.605.667;68;minutos
Filme;Mexicanos de Bronce;1824;31/12/2018;2016;TV-MA;2.523.191;100;minutos
Filme;Sam Kinison: Breaking the Rules;3841;31/12/2018;1987;TV-MA;1.376.286;50;minutos
Filme;Sam Kinison: Family Entertainment Hour;3841;31/12/2018;1991;TV-MA;1.146.905;49;minutos
Filme;Sam Kinison: Live in Vegas;3841;31/12/2018;1991;TV-MA;1.835.048;71;minutos
Filme;Taylor Swift reputation Stadium Tour;2773;31/12/2018;2018;TV-PG;2.523.191;125;minutos
Filme;The Seven Deadly Sins the Movie: Prisoners of the Sky;2658;31/12/2018;2018;TV-14;688.143;100;minutos
Filme;Tim Allen: Men Are Pigs;1018;31/12/2018;1990;TV-MA;2.752.572;30;minutos
Filme;Tim Minchin And The Heritage Orchestra Live;2326;31/12/2018;2011;TV-MA;917.524;146;minutos
Filme;Tim Minchin: So F**king Rock;2326;31/12/2018;2008;TV-MA;2.064.429;127;minutos
Filme;Todd Glass: Stand-Up Special;1542;31/12/2018;2012;TV-MA;2.752.572;46;minutos
Filme;Tom Papa Live in New York City;3069;31/12/2018;2011;TV-14;2.293.810;57;minutos
Filme;A Twelve Year Night;181;28/12/2018;2018;TV-MA;689.322;122;minutos
Filme;Life Ki Toh Lag Gayi;2952;28/12/2018;2012;TV-MA;2.527.514;109;minutos
Filme;The Birth Reborn 3;992;28/12/2018;2018;TV-14;689.322;73;minutos
Filme;When Angels Sleep;1250;28/12/2018;2018;TV-MA;2.987.062;96;minutos
Série;Watership Down;2647;23/12/2018;2018;TV-PG;2.765.148;1;temporadas
Filme;Bad Seeds;1949;21/12/2018;2018;TV-MA;2.768.292;105;minutos
Filme;Bird Box;3547;21/12/2018;2018;R;692.073;124;minutos
Filme;Struggle: The Life and Lost Art of Szukalski;1423;21/12/2018;2018;TV-MA;1.153.455;105;minutos
Filme;23:59;1234;20/12/2018;2011;R;2.539.042;78;minutos
Filme;Aggretsuko: We Wish You a Metal Christmas;2978;20/12/2018;2018;TV-PG;923.288;22;minutos
Filme;Imperfect;3483;20/12/2018;2012;TV-MA;2.077.398;95;minutos
Filme;Lang Tong;3209;20/12/2018;2015;TV-MA;692.466;82;minutos
Filme;Miss J Contemplates Her Choice;1523;20/12/2018;2014;TV-MA;2.077.398;89;minutos
Filme;Ascharyachakit!;3230;19/12/2018;2018;TV-MA;461.906;90;minutos
Filme;Lilli;2884;17/12/2018;2018;TV-MA;924.860;85;minutos
Filme;Prince of Peoria: A Christmas Moose Miracle;1736;17/12/2018;2018;TV-G;3.005.795;29;minutos
Filme;Andhadhun;3441;16/12/2018;2018;TV-14;925.384;137;minutos
Filme;Kill the Messenger;2392;16/12/2018;2014;R;2.544.806;112;minutos
Filme;Maps to the Stars;840;16/12/2018;2014;R;1.156.730;112;minutos
Filme;Springsteen on Broadway;3628;16/12/2018;2018;TV-MA;1.619.422;153;minutos
Filme;The Theory of Everything;1488;16/12/2018;2014;PG-13;2.082.114;123;minutos
Filme;F.R.E.D.I.;3306;15/12/2018;2018;TV-PG;1.851.816;90;minutos
Filme;Kita Kita;3400;15/12/2018;2017;TV-14;1.851.816;84;minutos
Filme;Once in a Lifetime Sessions with Kasabian;2326;15/12/2018;2018;TV-MA;2.777.724;79;minutos
Filme;Once in a Lifetime Sessions with Snow Patrol;2326;15/12/2018;2018;TV-MA;3.009.201;83;minutos
Filme;Sad Hill Unearthed;1281;15/12/2018;2017;TV-14;3.009.201;83;minutos
Filme;Vanjagar Ulagam;2209;15/12/2018;2018;TV-MA;2.777.724;145;minutos
Filme;ROMA;154;14/12/2018;2018;R;463.216;135;minutos
Filme;Vir Das: Losing It;2237;11/12/2018;2018;TV-MA;2.552.011;68;minutos
Filme;5 Star Christmas;2231;07/12/2018;2018;TV-14;1.860.200;96;minutos
Filme;Dumplin';285;07/12/2018;2018;PG-13;465.050;110;minutos
Filme;Free Rein: The Twelve Neighs of Christmas;2239;07/12/2018;2018;TV-G;1.627.675;58;minutos
Filme;Mowgli: Legend of the Jungle;258;07/12/2018;2018;PG-13;697.575;105;minutos
Série;Pine Gap;2314;07/12/2018;2018;TV-MA;1.860.200;1;temporadas
Filme;ReMastered: Who Killed Jam Master Jay?;523;07/12/2018;2018;TV-MA;3.022.825;59;minutos
Filme;Super Monsters and the Wish Star;1460;07/12/2018;2018;TV-Y;2.557.775;28;minutos
Filme;The American Meme;450;07/12/2018;2018;TV-MA;930.100;98;minutos
Filme;RUSSELL BRAND: RE:BIRTH;663;04/12/2018;2018;TV-MA;1.863.344;63;minutos
Filme;Teefa in Trouble;81;02/12/2018;2018;TV-14;1.165.900;155;minutos
Filme;A Beautiful Life;245;01/12/2018;2011;TV-14;699.933;122;minutos
Filme;Accident;634;01/12/2018;2009;TV-MA;3.033.043;87;minutos
Filme;Ayotzinapa, el paso de la tortuga;1036;01/12/2018;2018;TV-MA;2.333.110;73;minutos
Filme;Battle;1885;01/12/2018;2018;TV-MA;2.566.421;98;minutos
Filme;Blind Detective;1721;01/12/2018;2013;TV-MA;1.866.488;130;minutos
Filme;Break Up 100;2037;01/12/2018;2014;TV-14;1.633.177;105;minutos
Filme;Chal Bhaag;2876;01/12/2018;2014;TV-14;1.866.488;110;minutos
Filme;Crossroads: One Two Jaga;2555;01/12/2018;2018;TV-14;2.099.799;81;minutos
Filme;Don't Go Breaking My Heart;1721;01/12/2018;2011;TV-PG;1.866.488;115;minutos
Filme;Don't Go Breaking My Heart 2;1721;01/12/2018;2014;TV-14;1.399.866;113;minutos
Filme;Faraar;393;01/12/2018;2015;TV-14;2.799.732;146;minutos
Filme;Line Walker;1556;01/12/2018;2016;TV-MA;2.099.799;109;minutos
Filme;Look for a Star;245;01/12/2018;2009;TV-14;2.799.732;117;minutos
Filme;Once a Gangster;1095;01/12/2018;2010;TV-MA;1.399.866;95;minutos
Filme;Power Paandi;933;01/12/2018;2017;TV-MA;699.933;124;minutos
Filme;SDU: Sex Duties Unit;1187;01/12/2018;2013;TV-MA;466.622;96;minutos
Filme;Set Off;2096;01/12/2018;2008;TV-MA;1.399.866;96;minutos
Filme;A Christmas Prince: The Royal Wedding;1710;30/11/2018;2018;TV-PG;466.884;93;minutos
Filme;Angela's Christmas;766;30/11/2018;2018;TV-Y;2.567.862;30;minutos
Filme;Happy as Lazzaro;165;30/11/2018;2018;PG-13;2.334.420;127;minutos
Filme;Manto;2559;30/11/2018;2018;TV-MA;1.400.652;114;minutos
Filme;Rajma Chawal;2056;30/11/2018;2018;TV-MA;2.567.862;119;minutos
Filme;The World Is Yours;3129;30/11/2018;2018;TV-MA;2.100.978;101;minutos
Filme;Time Share;3310;30/11/2018;2018;TV-MA;1.867.536;96;minutos
Filme;The Christmas Chronicles;719;22/11/2018;2018;TV-PG;1.406.940;104;minutos
Filme;The Tribe;1105;21/11/2018;2018;TV-MA;2.815.452;91;minutos
Filme;Puppy Star Christmas;3095;20/11/2018;2018;PG;1.878.016;91;minutos
Filme;Sabrina;3105;20/11/2018;2018;TV-MA;704.256;114;minutos
Filme;Target;2920;20/11/2018;2018;TV-14;1.408.512;91;minutos
Filme;Trevor Noah: Son of Patricia;878;20/11/2018;2018;TV-MA;3.051.776;64;minutos
Filme;Cam;785;16/11/2018;2018;TV-MA;1.646.932;95;minutos
Filme;Nothing to Hide;1149;16/11/2018;2018;TV-MA;941.104;94;minutos
Filme;Aalorukkam;3764;15/11/2018;2018;TV-PG;706.221;122;minutos
Filme;Christmas Wedding Planner;1841;15/11/2018;2017;PG;470.814;86;minutos
Filme;Halkaa;2634;15/11/2018;2018;TV-14;2.118.663;111;minutos
Filme;May the Devil Take You;3655;15/11/2018;2018;TV-MA;2.354.070;111;minutos
Filme;Muzaffarnagar Baaqi Hai;2554;15/11/2018;2015;TV-MA;2.118.663;136;minutos
Filme;Savita Damodar Paranjpe;3553;15/11/2018;2018;TV-14;1.177.035;119;minutos
Filme;BuyBust;1052;13/11/2018;2018;TV-MA;1.885.352;128;minutos
Filme;Loudon Wainwright III: Surviving Twin;698;13/11/2018;2018;TV-14;2.121.021;92;minutos
Filme;All's Well, End's Well (2009);3813;09/11/2018;2009;TV-14;1.889.544;99;minutos
Filme;Lommbock;690;09/11/2018;2017;TV-MA;2.125.737;106;minutos
Filme;Outlaw King;867;09/11/2018;2018;R;1.889.544;122;minutos
Filme;Bucket List;3607;05/11/2018;2018;TV-14;3.077.321;129;minutos
Filme;Ana e Vitória;2318;02/11/2018;2018;TV-MA;711.330;116;minutos
Filme;ReMastered: Tricky Dick & The Man in Black;3259;02/11/2018;2018;TV-14;1.422.660;59;minutos
Filme;The Holiday Calendar;496;02/11/2018;2018;TV-G;474.220;95;minutos
Filme;The Other Side of the Wind;2707;02/11/2018;2018;R;1.422.660;122;minutos
Filme;They’ll Love Me When I’m Dead;2521;02/11/2018;2018;TV-MA;2.371.100;98;minutos
Filme;Aagey Se Right;1419;01/11/2018;2009;TV-14;948.964;117;minutos
Filme;Aamir;2934;01/11/2018;2008;TV-14;711.723;95;minutos
Filme;ABCD 2;3000;01/11/2018;2015;TV-14;2.135.169;146;minutos
Filme;ABCD: Any Body Can Dance;3000;01/11/2018;2013;TV-14;3.084.133;136;minutos
Filme;Arjun: The Warrior Prince;331;01/11/2018;2011;TV-14;711.723;91;minutos
Filme;Asees;2969;01/11/2018;2018;TV-14;2.372.410;123;minutos
Filme;Barfi!;312;01/11/2018;2012;TV-14;1.660.687;144;minutos
Filme;Chance Pe Dance;1915;01/11/2018;2010;TV-14;2.135.169;121;minutos
Filme;Christmas With A View;1841;01/11/2018;2018;TV-PG;2.135.169;91;minutos
Filme;Dhan Dhana Dhan Goal;3830;01/11/2018;2007;TV-14;1.660.687;157;minutos
Filme;Dhoondte Reh Jaoge;3755;01/11/2018;2009;TV-14;2.135.169;124;minutos
Filme;Do Dooni Chaar;1295;01/11/2018;2010;TV-PG;948.964;106;minutos
Filme;Edge of Fear;484;01/11/2018;2018;TV-MA;2.372.410;92;minutos
Filme;Edmilson Filho: Notas, Comedy about Relationships;1304;01/11/2018;2017;TV-MA;2.846.892;80;minutos
Filme;Gaddar: the Traitor;202;01/11/2018;2015;TV-14;948.964;126;minutos
Filme;Ghanchakkar;2934;01/11/2018;2013;TV-MA;1.660.687;129;minutos
Filme;Grandmaster;388;01/11/2018;2012;TV-14;948.964;133;minutos
Filme;Hattrick;2488;01/11/2018;2007;TV-14;1.186.205;109;minutos
Filme;Heroine;2160;01/11/2018;2012;TV-MA;2.372.410;143;minutos
Filme;Himmatwala;3191;01/11/2018;2013;TV-14;2.846.892;140;minutos
Filme;Husbands in Goa;3190;01/11/2018;2012;TV-14;2.135.169;150;minutos
Filme;Jatts in Golmaal;1989;01/11/2018;2013;TV-PG;1.186.205;128;minutos
Filme;Kai Po Che!;26;01/11/2018;2013;TV-MA;474.482;120;minutos
Filme;Kalakalappu;3531;01/11/2018;2012;TV-14;711.723;154;minutos
Filme;Katt Williams: The Pimp Chronicles: Pt. 1;1184;01/11/2018;2006;TV-MA;1.897.928;45;minutos
Filme;Katti Batti;2629;01/11/2018;2015;TV-14;1.660.687;132;minutos
Filme;Life in a ... Metro;312;01/11/2018;2007;TV-14;2.372.410;126;minutos
Filme;Marc Maron: Thinky Pain;2016;01/11/2018;2013;TV-MA;2.135.169;95;minutos
Filme;Mumbai Meri Jaan;2640;01/11/2018;2008;TV-MA;1.897.928;135;minutos
Filme;Mundeyan Ton Bachke Rahin;2577;01/11/2018;2014;TV-14;1.186.205;139;minutos
Filme;No One Killed Jessica;2934;01/11/2018;2011;TV-MA;1.660.687;131;minutos
Filme;Oye Lucky! Lucky Oye!;940;01/11/2018;2008;TV-14;711.723;118;minutos
Filme;Paan Singh Tomar;3643;01/11/2018;2010;TV-14;1.660.687;129;minutos
Filme;Raja Natwarlal;1992;01/11/2018;2014;TV-14;2.609.651;131;minutos
Filme;Satyagraha;2877;01/11/2018;2013;TV-14;474.482;146;minutos
Filme;Settai;2908;01/11/2018;2013;TV-14;2.372.410;123;minutos
Filme;Sigaram Thodu;1199;01/11/2018;2014;TV-14;1.423.446;141;minutos
Filme;Sommore: The Reign Continues;1936;01/11/2018;2015;TV-MA;711.723;93;minutos
Filme;The Untold Tales of Armistead Maupin;1598;01/11/2018;2017;TV-MA;2.609.651;91;minutos
Filme;Vaya;88;01/11/2018;2016;TV-MA;1.660.687;106;minutos
Filme;Welcome to Sajjanpur;3394;01/11/2018;2008;TV-14;1.897.928;131;minutos
Filme;Zokkomon;3278;01/11/2018;2011;PG;2.372.410;104;minutos
Filme;Gun City;775;31/10/2018;2018;TV-MA;2.611.092;126;minutos
Filme;Heneral Luna;1616;31/10/2018;2015;R;3.085.836;118;minutos
Filme;Dragon Tiger Gate;3869;27/10/2018;2006;TV-14;2.616.856;94;minutos
Filme;Been So Long;3659;26/10/2018;2018;TV-MA;1.666.189;100;minutos
Filme;Dovlatov;117;26/10/2018;2018;PG-13;2.380.270;126;minutos
Filme;Jefe;3326;26/10/2018;2018;TV-MA;714.081;90;minutos
Filme;Shirkers;3238;26/10/2018;2018;TV-14;2.618.297;97;minutos
Filme;W/O Ram;3804;26/10/2018;2018;TV-MA;2.618.297;115;minutos
Filme;Ronnie Coleman: The King;3833;25/10/2018;2018;TV-MA;3.096.054;93;minutos
Filme;Baahubali: The Beginning (English Version);3170;24/10/2018;2015;TV-14;2.621.179;138;minutos
Filme;ADAM SANDLER 100% FRESH;3481;23/10/2018;2018;TV-MA;953.680;74;minutos
Filme;Scorpion King 5: Book of Souls;961;23/10/2018;2018;PG-13;953.680;102;minutos
Filme;Club de Cuervos Presents: I, Potro;2233;19/10/2018;2018;TV-MA;1.433.664;51;minutos
Filme;Gnome Alone;2823;19/10/2018;2018;PG;1.672.608;86;minutos
Filme;Illang: The Wolf Brigade;1955;19/10/2018;2018;TV-MA;716.832;140;minutos
Filme;Naa Bangaaru Talli;2946;19/10/2018;2013;TV-14;2.628.384;122;minutos
